xi[266,2]	4496001	4504000
xi[267,1]	4504001	4512000
xi[267,2]	4512001	4520000
xi[268,1]	4520001	4528000
xi[268,2]	4528001	4536000
xi[269,1]	4536001	4544000
xi[269,2]	4544001	4552000
xi[270,1]	4552001	4560000
xi[270,2]	4560001	4568000
xi[271,1]	4568001	4576000
xi[271,2]	4576001	4584000
xi[272,1]	4584001	4592000
xi[272,2]	4592001	4600000
xi[273,1]	4600001	4608000
xi[273,2]	4608001	4616000
xi[274,1]	4616001	4624000
xi[274,2]	4624001	4632000
xi[275,1]	4632001	4640000
xi[275,2]	4640001	4648000
xi[276,1]	4648001	4656000
xi[276,2]	4656001	4664000
xi[277,1]	4664001	4672000
xi[277,2]	4672001	4680000
xi[278,1]	4680001	4688000
xi[278,2]	4688001	4696000
xi[279,1]	4696001	4704000
xi[279,2]	4704001	4712000
xi[280,1]	4712001	4720000
xi[280,2]	4720001	4728000
xi[281,1]	4728001	4736000
xi[281,2]	4736001	4744000
xi[282,1]	4744001	4752000
xi[282,2]	4752001	4760000
xi[283,1]	4760001	4768000
xi[283,2]	4768001	4776000
xi[284,1]	4776001	4784000
xi[284,2]	4784001	4792000
xi[285,1]	4792001	4800000
xi[285,2]	4800001	4808000
xi[286,1]	4808001	4816000
xi[286,2]	4816001	4824000
xi[287,1]	4824001	4832000
xi[287,2]	4832001	4840000
xi[288,1]	4840001	4848000
xi[288,2]	4848001	4856000
xi[289,1]	4856001	4864000
xi[289,2]	4864001	4872000
xi[290,1]	4872001	4880000
xi[290,2]	4880001	4888000
xi[291,1]	4888001	4896000
xi[291,2]	4896001	4904000
xi[292,1]	4904001	4912000
xi[292,2]	4912001	4920000
xi[293,1]	4920001	4928000
xi[293,2]	4928001	4936000
xi[294,1]	4936001	4944000
xi[294,2]	4944001	4952000
xi[295,1]	4952001	4960000
xi[295,2]	4960001	4968000
xi[296,1]	4968001	4976000
xi[296,2]	4976001	4984000
xi[297,1]	4984001	4992000
xi[297,2]	4992001	5000000
xi[298,1]	5000001	5008000
xi[298,2]	5008001	5016000
xi[299,1]	5016001	5024000
xi[299,2]	5024001	5032000
xi[300,1]	5032001	5040000
xi[300,2]	5040001	5048000
